link,judul,tanggal,portal
https://www.travelandtourworld.com/news/article/garuda-indonesia-and-singapore-airlines-strengthen-ties-between-singapore-jakarta-and-denpasar-how-you-need-to-know/,"Garuda Indonesia and Singapore Airlines Strengthen Ties Between Singapore, Jakarta And Denpasar: How You Need To Know",2025-08-01,Travel And Tour World
https://travel.economictimes.indiatimes.com/news/hospitality/garuda-indonesia-and-singapore-airlines-strengthen-partnership-with-new-codeshares-and-lounge-access/123039400,Garuda Indonesia and Singapore Airlines enhance partnership with new codeshares and lounge access,2025-08-01,ET TravelWorld
https://travelweekly.com.au/singapore-airlines-deepens-commercial-cooperation-with-garuda-indonesia/,Singapore Airlines deepens commercial cooperation with Garuda Indonesia,2025-08-01,travelweekly.com.au
https://www.scmp.com/week-asia/economics/article/3320455/garuda-indonesias-boeing-jets-deal-win-win-or-political-trade,Garuda Indonesia’s Boeing jets deal: a win-win or political trade-off?,2025-08-01,South China Morning Post
https://www.travelandtourworld.com/news/article/uk-and-india-highlighted-in-garuda-indonesia-and-singapore-airlines-august-2025-partnership-upgrade-with-new-codeshare-destinations-fare-integration-and-lounge-access/,"UK And India Highlighted In Garuda Indonesia And Singapore Airlines’ August 2025 Partnership Upgrade With New Codeshare Destinations, Fare Integration, And Lounge Access",2025-07-31,Travel And Tour World
https://www.kompas.id/artikel/en-pengadaan-50-pesawat-boeing-777-garuda-indonesia-bergantung-pada-pemerintah,"Regarding the procurement of 50 Boeing 777 aircraft, Garuda Indonesia has entrusted the procurement to the government.",2025-07-31,Kompas.id
https://www.travelandtourworld.com/news/article/garuda-indonesia-now-expands-flight-network-to-bali-yogyakarta-surabaya-and-other-main-tourism-hub-by-2029-heres-what-you-need-to-know/,"Garuda Indonesia Now Expands Flight Network to Bali, Yogyakarta, Surabaya, and Other Main Tourism Hub by 2029: Here’s What You Need To Know",2025-07-31,Travel And Tour World
https://www.freepressjournal.in/world/garuda-indonesia-singapore-airlines-partner-to-expand-codeshare-partnership-joint-sales-of-fare-products,Garuda Indonesia & Singapore Airlines Partner To Expand Codeshare Partnership & Joint Sales Of Fare Products,2025-07-31,Free Press Journal
https://indoaviation.asia/garuda-indonesia-klarifikasi-rencana-pengadaan-pesawat-jumlah-dan-tipe-belum-final/,Garuda Indonesia Klarifikasi Rencana Pengadaan Pesawat: Jumlah dan Tipe Belum Final,2025-07-31,IndoAviation Plus
https://www.businesstraveller.com/business-travel/singapore-airlines-and-garuda-indonesia-strengthen-cooperation/,Singapore Airlines and Garuda Indonesia strengthen cooperation,2025-07-31,Business Traveller
https://sbr.com.sg/aviation/news/singapore-airlines-garuda-indonesia-expand-commercial-partnership-in-august,"Singapore Airlines, Garuda Indonesia expand commercial partnership in August",2025-07-31,Singapore Business Review
https://en.antaranews.com/news/369921/garuda-indonesia-targets-expansion-to-100-flight-routes,Garuda Indonesia targets expansion to 100 flight routes,2025-07-30,ANTARA News
https://money.kompas.com/read/2025/07/30/071000126/pesawat-boeing-pesanan-ri-baru-tiba-2031-ini-saran-bos-danantara-ke-garuda?page=all,"Pesawat Boeing Pesanan RI Baru Tiba 2031, Ini Saran Bos Danantara ke Garuda Indonesia",2025-07-30,Kompas.com
https://money.kompas.com/read/2025/07/30/133725326/rencana-besar-bos-garuda-tambah-121-pesawat-dan-100-rute-penerbangan,Rencana Besar Bos Garuda: Tambah 121 Pesawat dan 100 Rute Penerbangan,2025-07-30,KOMPAS.com
https://nasional.kontan.co.id/news/garuda-indonesia-baru-terima-1-pesawat-49-boeing-lainnya-dijadwalkan-2031,"Garuda Indonesia Baru Terima 1 Pesawat, 49 Boeing Lainnya Dijadwalkan 2031",2025-07-29,kontan.co.id
https://www.tempo.co/ekonomi/garuda-indonesia-akan-borong-50-boeing-777-dari-mana-dananya--2051334,Garuda Indonesia akan Borong 50 Boeing 777: Dari Mana Dananya?,2025-07-26,Tempo.co
https://sumsel.idntimes.com/travel/destination/promo-tiket-pesawat-garuda-dari-palembang-rp1-jutaan-cek-jadwalnya-00-dvg48-4sgtwl,"Promo Tiket Pesawat Garuda dari Palembang Rp1 Jutaan, Cek Jadwalnya!",2025-07-24,IDN Times Sumsel
https://jatengprov.go.id/publik/temui-ahmad-luthfi-garuda-indonesia-siap-promosikan-pariwisata-jawa-tengah/,"Temui Ahmad Luthfi, Garuda Indonesia Siap Promosikan Pariwisata Jawa Tengah",2025-07-24,Pemerintah Provinsi Jawa Tengah
https://travel.kompas.com/read/2025/07/24/083307327/promo-tiket-pesawat-garuda-indonesia-sotf-2025-jakarta-bali-pp-rp-16-jutaan,"Promo Tiket Pesawat Garuda Indonesia SOTF 2025, Jakarta-Bali PP Rp 1,6 Jutaan",2025-07-24,Kompas.com
https://www.suara.com/bisnis/2025/07/23/194411/garuda-indonesia-mau-tambah-pesawat-boeing-danantara-bagian-restrukturisasi,"Garuda Indonesia Mau Tambah Pesawat Boeing, Danantara: Bagian Restrukturisasi!",2025-07-23,Suara.com
https://www.tempo.co/ekonomi/perkembangan-proses-pembelian-pesawat-boeing-oleh-garuda-2049921,Perkembangan Proses Pembelian Pesawat Boeing oleh Garuda,2025-07-23,Tempo.co
https://en.tempo.co/read/2031546/garuda-indonesia-buying-50-us-made-boeing-aircraft-aligns-with-company-strategy,Garuda Indonesia: Buying 50 US-Made Boeing Aircraft Aligns with Company Strategy,2025-07-23,Tempo.co
https://www.tempo.co/ekonomi/dari-mana-uang-garuda-indonesia-untuk-membeli-50-pesawat-boeing--2049716,Dari Mana Uang Garuda Indonesia untuk Membeli 50 Pesawat Boeing?,2025-07-23,Tempo.co
https://finance.detik.com/berita-ekonomi-bisnis/d-8024394/persiapan-garuda-borong-50-pesawat-boeing-dari-sumber-uang-tambah-rute,Persiapan Garuda Borong 50 Pesawat Boeing: Dari Sumber Uang-Tambah Rute,2025-07-23,detikFinance
https://www.dw.com/id/50-pesawat-baru-garuda-strategi-pemulihan-atau-beban-baru/a-73377689,50 Pesawat Baru Garuda: Strategi Pemulihan atau Beban Baru?,2025-07-23,DW
https://www.ch-aviation.com/news/156345-garuda-indonesia-in-financing-talks-on-50-boeing-aircraft,Garuda Indonesia in financing talks on 50 Boeing aircraft,2025-07-23,ch-aviation
https://www.medcom.id/ekonomi/bisnis/eN4mP35b-garuda-indonesia-masih-proses-nego-pembelian-50-pesawat-boeing,Garuda Indonesia Masih Proses Nego Pembelian 50 Pesawat Boeing,2025-07-23,Medcom.id
https://finance.detik.com/berita-ekonomi-bisnis/d-8023307/menakar-kebutuhan-garuda-borong-50-pesawat-boeing,Menakar Kebutuhan Garuda Borong 50 Pesawat Boeing,2025-07-22,detikFinance
https://money.kompas.com/read/2025/07/22/073800726/airlangga-ungkap-perkembangan-rencana-garuda-beli-50-pesawat-boeing,Airlangga Ungkap Perkembangan Rencana Garuda Beli 50 Pesawat Boeing,2025-07-22,Kompas.com
https://www.tempo.co/ekonomi/bos-garuda-indonesia-ungkap-perkembangan-pembelian-50-pesawat-boeing-777-2049228,Bos Garuda Indonesia Ungkap Perkembangan Pembelian 50 Pesawat Boeing 777,2025-07-22,Tempo.co
https://finance.detik.com/berita-ekonomi-bisnis/d-8023313/mau-borong-50-pesawat-boeing-garuda-belum-ada-pembayaran-apapun,"Mau Borong 50 Pesawat Boeing, Garuda: Belum Ada Pembayaran Apapun!",2025-07-22,detikFinance
https://en.tempo.co/read/2031159/garuda-indonesia-eyes-new-loans-for-50-boeing-777-purchase,Garuda Indonesia Eyes New Loans for 50 Boeing 777 Purchase,2025-07-22,Tempo.co
https://jakartaglobe.id/business/garuda-in-talks-to-buy-50-boeing-jets-under-us-tariff-deal,Garuda in Talks to Buy 50 Boeing Jets Under US Tariff Deal,2025-07-22,Jakarta Globe
https://travel.detik.com/travel-news/d-8023664/menko-airlangga-hartarto-beberkan-rencana-garuda-beli-50-pesawat-boeing,Menko Airlangga Hartarto Beberkan Rencana Garuda Beli 50 Pesawat Boeing,2025-07-22,detikTravel
https://www.liputan6.com/saham/read/6111542/soal-pembelian-pesawat-boeing-ini-penjelasan-garuda-indonesia,"Soal Pembelian Pesawat Boeing, Ini Penjelasan Garuda Indonesia",2025-07-22,Liputan6.com
https://dishub.acehprov.go.id/2025/07/22/gubernur-minta-garuda-indonesia-terbangi-umrah-langsung-dari-banda-aceh/,Gubernur Minta Garuda Indonesia Terbangi Umrah Langsung dari Banda Aceh,2025-07-22,Pemerintahan Aceh
https://momsmoney.kontan.co.id/news/sotf-2025-harga-tiket-pesawat-garuda-jakarta-jepang-pp-mulai-rp-56-jutaan,"SOTF 2025, Harga Tiket Pesawat Garuda Jakarta - Jepang PP mulai Rp 5,6 Jutaan",2025-07-22,kontan.co.id
https://www.cnbcindonesia.com/market/20250722085435-17-651079/beli-50-pesawat-boeing-garuda-sudah-bayar-dp,"Beli 50 Pesawat Boeing, Garuda Sudah Bayar DP",2025-07-22,CNBC Indonesia
https://www.suara.com/bisnis/2025/07/22/082507/bos-garuda-indonesia-beberkan-sumber-dana-pembelian-50-pesawat-boeing,Bos Garuda Indonesia Beberkan Sumber Dana Pembelian 50 Pesawat Boeing,2025-07-22,Suara.com
https://en.antaranews.com/news/367977/garuda-indonesia-boeing-still-negotiating-aircraft-deal-hartarto,"Garuda Indonesia, Boeing still negotiating aircraft deal: Hartarto",2025-07-22,ANTARA News
https://money.kompas.com/read/2025/07/22/121647726/negosiasi-pembelian-50-pesawat-boeing-masih-jalan-garuda-sudah-bayar-dp,"Negosiasi Pembelian 50 Pesawat Boeing Masih Jalan, Garuda Sudah Bayar DP",2025-07-22,Kompas.com
https://www.tempo.co/ekonomi/rencana-garuda-indonesia-beli-pesawat-boeing-airlangga-masih-negosiasi-b2b-2049150,"Rencana Garuda Indonesia Beli Pesawat Boeing, Airlangga: Masih Negosiasi B2B",2025-07-21,Tempo.co
https://www.flightdirectors.com/airline-news/garuda-indonesia-national-geographic-food-festival-2025/,Garuda Indonesia Showcases Culture and Cuisine at National Geographic Food Festival,2025-07-21,Flight Directors
https://travel.detik.com/travel-news/d-8019718/menyoal-garuda-borong-50-pesawat-boeing,Menyoal Garuda Borong 50 Pesawat Boeing,2025-07-20,detikTravel
https://www.cnbcindonesia.com/market/20250719201855-17-650567/penjelasan-garuda-soal-beli-50-pesawat-boeing-buat-nego-tarif,Penjelasan Garuda soal Beli 50 Pesawat Boeing Buat Nego Tarif,2025-07-19,CNBC Indonesia
https://en.tempo.co/read/2029762/indonesia-purchases-boeing-jets-for-garuda-list-of-airlines-with-most-orders,Indonesia Purchases Boeing Jets for Garuda: List of Airlines with Most Orders,2025-07-18,Tempo.co
https://www.cnnindonesia.com/ekonomi/20250718161304-92-1252260/garuda-indonesia-masih-cari-dana-buat-beli-50-pesawat-boeing,Garuda Indonesia Masih Cari Dana Buat Beli 50 Pesawat Boeing,2025-07-18,CNN Indonesia
https://www.businesstimes.com.sg/companies-markets/transport-logistics/garuda-new-737-planes-higher-rent-may-strain-finances-further,Garuda new 737 plane’s higher rent may strain finances further,2025-07-18,The Business Times
https://www.cnnindonesia.com/ekonomi/20250718163808-92-1252272/garuda-indonesia-ngaku-butuh-120-pesawat-semua-dipasok-boeing,"Garuda Indonesia Ngaku Butuh 120 Pesawat, Semua Dipasok Boeing?",2025-07-18,CNN Indonesia
https://www.liputan6.com/bisnis/read/6108329/garuda-indonesia-mau-borong-pesawat-boeing-bos-danantara-asal-sesuai-pemerintah,"Garuda Indonesia Mau Borong Pesawat Boeing, Bos Danantara: Asal Sesuai Pemerintah",2025-07-18,Liputan6.com
https://industri.kontan.co.id/news/dibanding-impor-boeing-777-dari-as-pengamat-ungkap-garuda-perlu-pesawat-jenis-ini,"Dibanding Impor Boeing 777 dari AS, Pengamat Ungkap Garuda Perlu Pesawat Jenis Ini",2025-07-17,kontan.co.id
https://www.scmp.com/news/asia/southeast-asia/article/3318535/trumps-trade-deal-prompts-garuda-indonesia-get-board-boeing-737-max-it-once-shunned,"To please Trump, Indonesian airline orders Boeing jet it once shunned",2025-07-17,South China Morning Post
https://ekonomi.bisnis.com/read/20250717/98/1894157/garuda-giaa-bahas-impor-pesawat-boeing-usai-ri-as-deal-tarif-trump,Garuda (GIAA) Bahas Impor Pesawat Boeing usai RI-AS Deal Tarif Trump,2025-07-17,Bisnis.com
https://mediaindonesia.com/ekonomi/792409/garuda-indonesia-intensif-bahas-pembelian-50-pesawat-boeing,Garuda Indonesia Intensif Bahas Pembelian 50 Pesawat Boeing,2025-07-17,Media Indonesia
https://indonesiabusinesspost.com/4773/markets-and-finance/garuda-indonesia-eyes-50-boeing-jets-as-part-of-expanding-u-s-trade-pact,Garuda Indonesia eyes 50 Boeing jets as part of expanding U.S. trade pact,2025-07-17,Indonesia Business Post
https://travel.detik.com/travel-news/d-8016203/mengintip-koleksi-pesawat-garuda-indonesia-punya-berapa-boeing,"Mengintip Koleksi Pesawat Garuda Indonesia, Punya Berapa Boeing?",2025-07-17,detikTravel
https://www.metrotvnews.com/read/N4EC4DDR-tindak-lanjut-negosiasi-tarif-trump-garuda-mulai-bahas-pembelian-50-pesawat-boeing,"Tindak Lanjut Negosiasi Tarif Trump, Garuda Mulai Bahas Pembelian 50 Pesawat Boeing",2025-07-17,MetroTVNews.com
https://industri.kontan.co.id/news/garuda-indonesia-buka-suara-soal-impor-50-pesawat-boeing,Garuda Indonesia Buka Suara Soal Impor Pesawat Boeing dari AS,2025-07-17,kontan.co.id
https://jakartaglobe.id/business/garuda-needs-new-planes-prabowo-on-indonesia-buying-50-boeing-jets,‘Garuda Needs New Planes’: Prabowo on Indonesia Buying 50 Boeing Jets,2025-07-16,Jakarta Globe
https://www.cnbcindonesia.com/market/20250716162700-17-649718/garuda-beli-50-pesawat-boeing-prabowo-kita-butuh-pesawat-baru,"Garuda Beli 50 Pesawat Boeing, Prabowo: Kita Butuh Pesawat Baru",2025-07-16,CNBC Indonesia
https://en.antaranews.com/news/366825/50-new-boeing-jets-for-garuda-in-landmark-indonesia-us-deal-prabowo,50 new Boeing jets for Garuda in landmark Indonesia-US deal: Prabowo,2025-07-16,ANTARA News
https://en.tempo.co/read/2027563/garuda-indonesia-reports-96-2-on-time-performance-for-2025-hajj-flights,Garuda Indonesia Reports 96.2% On-Time Performance for 2025 Hajj Flights,2025-07-12,Tempo.co
https://www.kompas.com/tren/read/2025/07/11/070000265/hari-ini-dalam-sejarah--61-orang-tewas-usai-pesawat-garuda-tabrak-gunung?page=all,"Hari Ini dalam Sejarah: 61 Orang Tewas Usai Pesawat Garuda Tabrak Gunung, Diduga Salah Arah - Kompas.com",2025-07-11,Kompas.com
https://finance.detik.com/berita-ekonomi-bisnis/d-8004747/garuda-borong-79-pesawat-dari-boeing-menhub-beri-lampu-hijau,"Garuda Borong 79 Pesawat dari Boeing, Menhub Beri Lampu Hijau",2025-07-10,detikFinance
https://www.liputan6.com/bisnis/read/6101798/garuda-indonesia-mau-borong-79-pesawat-boeing-menhub-kami-tak-batasi,"Garuda Indonesia Mau Borong 79 Pesawat Boeing, Menhub: Kami Tak Batasi",2025-07-10,Liputan6.com
https://www.liputan6.com/bisnis/read/6100091/nego-tarif-trump-garuda-indonesia-mau-borong-pesawat-boeing,"Nego Tarif Trump, Garuda Indonesia Mau Borong Pesawat Boeing",2025-07-09,Liputan6.com
https://www.thejakartapost.com/business/2025/07/09/garuda-to-buy-79-boeing-aircraft-in-bid-to-ease-us-tariff-pressure.html,Garuda to buy 79 Boeing aircraft in bid to ease US tariff pressure,2025-07-09,The Jakarta Post
https://money.kompas.com/read/2025/07/08/195236326/menhub-dukung-garuda-indonesia-tambah-pesawat,Menhub Dukung Garuda Indonesia Tambah Pesawat,2025-07-08,Kompas.com
https://finance.detik.com/berita-ekonomi-bisnis/d-8002212/respons-menhub-soal-kabar-garuda-mau-beli-pesawat-boeing,Respons Menhub soal Kabar Garuda Mau Beli Pesawat Boeing,2025-07-08,"detikFinance - Berita Ekonomi Bisnis, dan Investasi Hari Ini"
https://www.marketing-interactive.com/garuda-indonesia-marketing-head-departs-as-national-carrier-eyes-new-altitude,Garuda Indonesia marketing head departs as national carrier eyes new altitude,2025-07-08,Marketing-Interactive
https://www.tempo.co/data/data/tipe-pesawat-milik-garuda-indonesia-1935414,Tipe Pesawat Milik Garuda Indonesia,2025-07-08,Tempo.co
https://www.travelandtourworld.com/news/article/garuda-indonesia-expands-in-2025-fleet-growth-and-new-routes-following-restructuring-approval/,Garuda Indonesia Expands in 2025: Fleet Growth and New Routes Following Restructuring Approval,2025-07-07,Travel And Tour World
https://www.kompas.id/artikel/en-menilik-daya-saing-global-garuda-indonesia-di-kancah-asean,Looking at Garuda Indonesia's Global Competitiveness in the ASEAN Arena,2025-07-06,Kompas.id
https://www.kompas.id/artikel/garuda-indonesia-berencana-datangkan-puluhan-pesawat-boeing,"Garuda Indonesia Berencana Datangkan Puluhan Pesawat Boeing, Untung atau Buntung?",2025-07-04,Kompas.id
https://www.inilah.com/perkuat-bisnis-penerbangan-garuda-indonesia-bakal-borong-pesawat-boeing-50-75-unit,Perkuat Bisnis Penerbangan. Garuda Indonesia Bakal Borong Pesawat Boeing 50-75 Unit,2025-07-04,Inilah.com
https://www.kompas.id/artikel/en-garuda-indonesia-berencana-datangkan-puluhan-pesawat-boeing,"Garuda Indonesia Plans to Bring in Dozens of Boeing Aircraft, Profit or Loss?",2025-07-04,Kompas.id
https://www.bloomberg.com/news/articles/2025-07-03/garuda-says-it-s-in-talks-to-buy-as-many-as-75-boeing-aircraft,Garuda Says It’s in Talks to Buy as Many as 75 Boeing Aircraft,2025-07-03,Bloomberg
https://www.travelandtourworld.com/news/article/singapore-japan-thai-emirates-china-air-india-garuda-indonesia-ita-korean-klm-and-more-hit-by-over-750-delays-and-cancellations-at-airports-in-asia-including-jakarta-kagoshima-osaka-bangko/,"Singapore, Japan, Thai, Emirates, China, Air India, Garuda Indonesia, ITA, Korean, KLM and More Hit By Over 750 Delays and Cancellations at Airports in Asia Including Jakarta, Kagoshima, Osaka, Bangkok, Sultan, and Tokunoshima Due to Operational Disr",2025-07-03,Travel And Tour World
https://www.airdatanews.com/garuda-indonesia-eyes-boeing-737-max-787-dreamliner-jets-ceo-says/,"Garuda Indonesia eyes Boeing 737 MAX, 787 Dreamliner jets, CEO says",2025-07-03,Air Data News
https://www.investing.com/news/stock-market-news/garuda-indonesia-plans-to-purchase-boeing-aircraft-93CH-4122178,Garuda Indonesia plans to purchase Boeing aircraft,2025-07-03,Investing.com
https://en.tempo.co/read/2024220/lawmaker-surprised-by-danantaras-rp6-65tn-loan-to-garuda-indonesia,Lawmaker 'Surprised' by Danantara's Rp6.65tn Loan to Garuda Indonesia,2025-07-03,Tempo.co
https://www.ishkaglobal.com/News/Article/7903/On-Watch-Garuda-Indonesia-lands-405m-boost-as-Tway-ownership-changes-hands,On Watch: Garuda Indonesia lands $405m boost as T’way ownership changes hands,2025-07-03,Ishka Global
https://www.ch-aviation.com/news/155509-garuda-indonesia-mulls-b737-max-lease,Garuda Indonesia mulls B737 MAX lease,2025-07-02,ch-aviation
https://www.tempo.co/ekonomi/asita-konsumen-tak-nyaman-dengan-kacaunya-penerbangan-garuda-1779088,ASITA: Konsumen Tak Nyaman dengan Kacaunya Penerbangan Garuda,2025-07-02,Tempo.co
https://deskjabar.pikiran-rakyat.com/ekbis/pr-1139462112/inilah-pesawat-baru-garuda-indonesia-boeing-737-max-8-pk-gdc-ini-spesifikasi-dan-karakteristik?page=all,"Inilah Pesawat Baru Garuda Indonesia, Boeing 737 Max 8 PK-GDC, Ini Spesifikasi dan Karakteristik - Desk Jabar",2025-07-01,Desk Jabar
https://jakartaglobe.id/business/garuda-indonesia-to-expand-fleet-routes-as-shareholders-approve-restructuring,"Garuda Indonesia to Expand Fleet, Routes as Shareholders Approve Restructuring",2025-07-01,Jakarta Globe
https://money.kompas.com/read/2025/07/01/200300226/tekan-harga-tiket-pesawat-garuda-hingga-lion-air-minta-rute-penerbangan-yang,"Tekan Harga Tiket Pesawat, Garuda hingga Lion Air Minta Rute Penerbangan yang Lebih Pendek",2025-07-01,Kompas.com
https://www.liputan6.com/bisnis/read/6092362/usai-disetop-garuda-indonesia-kembali-operasikan-penerbangan-jakarta-doha,"Usai Disetop, Garuda Indonesia Kembali Operasikan Penerbangan Jakarta-Doha",2025-06-30,Liputan6.com
